Date,Open,High,Low,Close,Adj Close,Volume
2021-06-16,37.740002,37.980000,37.419998,37.549999,36.869164,11134300
2021-06-17,37.570000,39.619999,36.770000,39.180000,38.469612,22228400
2021-06-18,39.049999,39.200001,38.180000,38.750000,38.047413,16210800
2021-06-21,38.990002,39.759998,38.529999,39.580002,38.862362,10839400
2021-06-22,39.410000,40.080002,39.250000,39.830002,39.107830,9580600
2021-06-23,39.810001,39.830002,39.180000,39.189999,38.479427,5770500
2021-06-24,39.160000,39.450001,38.900002,39.150002,38.440159,5050900
2021-06-25,39.150002,39.430000,39.049999,39.209999,38.499069,5930000
2021-06-28,39.070000,39.419998,38.939999,39.360001,38.646351,5939600
2021-06-29,39.349998,39.720001,38.779999,38.849998,38.145592,5575700
2021-06-30,38.910000,39.049999,38.169998,38.310001,37.615387,9055800
2021-07-01,38.209999,38.529999,37.950001,38.130001,37.438656,5589700
2021-07-02,38.259998,38.799999,38.259998,38.369999,37.674297,6047900
2021-07-06,38.150002,38.150002,37.360001,37.410000,36.731705,9161500
2021-07-07,37.410000,37.980000,37.259998,37.639999,36.957531,4777900
2021-07-08,37.450001,38.169998,37.439999,37.880001,37.193184,5706100
2021-07-09,38.049999,38.450001,37.849998,38.270000,37.576115,5033400
2021-07-12,38.230000,38.540001,38.110001,38.310001,37.615387,4392200
2021-07-13,38.299999,38.599998,37.849998,38.070000,37.379742,4576600
2021-07-14,38.040001,38.599998,37.919998,38.320000,37.625202,7317800
2021-07-15,38.389999,39.020000,38.389999,38.840000,38.135777,11655100
2021-07-16,38.900002,39.660000,38.799999,39.360001,38.646351,8131500
2021-07-19,39.320000,41.189999,39.250000,41.070000,40.325344,13948100
2021-07-20,41.009998,41.500000,40.220001,40.570000,39.834408,9975300
2021-07-21,40.660000,40.720001,40.020000,40.110001,39.382751,5609800
2021-07-22,40.000000,40.009998,39.360001,39.730000,39.009640,6523700
2021-07-23,39.740002,39.910000,39.430000,39.889999,39.166740,4924400
2021-07-26,39.939999,40.410000,39.740002,39.790001,39.068554,4875800
2021-07-27,39.689999,40.099998,39.480000,40.029999,39.304203,4019400
2021-07-28,40.000000,40.180000,39.740002,40.029999,39.304203,3897300
2021-07-29,40.279999,41.020000,40.049999,40.720001,39.981689,4962400
2021-07-30,40.799999,41.950001,40.610001,40.700001,39.962055,9505400
2021-08-02,40.750000,41.139999,40.230000,41.009998,40.266430,5233800
2021-08-03,40.950001,42.750000,40.830002,42.619999,41.847237,10302000
2021-08-04,42.500000,42.740002,41.790001,41.919998,41.159935,5364100
2021-08-05,42.150002,42.439999,41.820000,41.869999,41.110836,4246000
2021-08-06,41.939999,42.180000,41.560001,41.750000,40.993011,4238000
2021-08-09,41.849998,42.400002,41.730000,42.279999,41.513405,4509900
2021-08-10,42.360001,43.209999,42.209999,42.779999,42.004341,5590900
2021-08-11,42.709999,43.169998,42.570000,43.000000,42.220352,5149600
2021-08-12,42.919998,42.990002,42.529999,42.639999,42.072346,4293000
2021-08-13,42.689999,42.980000,42.509998,42.810001,42.240086,3587100
2021-08-16,42.860001,43.509998,42.689999,43.450001,42.871563,5455400
2021-08-17,43.750000,45.580002,43.669998,45.439999,44.835072,14008600
2021-08-18,45.240002,46.389999,45.130001,46.259998,45.644154,11777800
2021-08-19,46.090000,46.840000,45.660000,45.930000,45.318546,11885500
2021-08-20,45.959999,47.009998,45.709999,46.939999,46.315102,6685900
2021-08-23,47.000000,47.180000,46.320000,46.740002,46.117767,5802900
2021-08-24,46.759998,46.930000,45.630001,45.750000,45.140945,6978400
2021-08-25,45.750000,46.320000,45.540001,45.799999,45.190277,5368100
2021-08-26,45.759998,45.799999,45.049999,45.169998,44.568661,7359100
2021-08-27,45.189999,45.639999,44.930000,45.490002,44.884407,3701300
2021-08-30,45.520000,46.619999,45.389999,46.200001,45.584953,5840800
2021-08-31,46.290001,46.450001,45.630001,46.029999,45.417217,8581400
2021-09-01,45.919998,46.040001,45.310001,45.740002,45.131077,6880400
2021-09-02,45.990002,47.990002,45.860001,47.310001,46.680180,12094600
2021-09-03,47.049999,47.240002,46.580002,46.650002,46.028965,5460300
2021-09-07,46.750000,46.790001,45.930000,45.990002,45.377754,7705300
2021-09-08,46.139999,46.919998,45.849998,46.290001,45.673759,8349000
2021-09-09,46.049999,46.369999,45.209999,46.130001,45.515888,9825800
2021-09-10,44.720001,44.860001,41.919998,42.669998,42.101948,25247300
2021-09-13,42.799999,43.580002,42.639999,42.880001,42.309155,9335800
2021-09-14,43.000000,43.080002,41.610001,41.790001,41.233662,11345000
2021-09-15,41.740002,42.240002,41.070000,41.099998,40.552849,10541300
2021-09-16,41.160000,41.770000,40.610001,40.869999,40.325909,10108200
2021-09-17,40.750000,41.410000,40.650002,40.939999,40.394978,25839200
2021-09-20,40.500000,41.169998,40.160000,40.410000,39.872036,7950900
2021-09-21,40.580002,40.950001,40.240002,40.450001,39.911503,6492900
2021-09-22,40.680000,40.700001,40.020000,40.099998,39.566162,6155900
2021-09-23,40.230000,40.529999,39.860001,40.180000,39.645100,7241600
2021-09-24,40.240002,40.959999,39.950001,39.980000,39.447758,7089900
2021-09-27,40.000000,41.049999,39.970001,40.189999,39.654961,7591200
2021-09-28,40.299999,41.009998,40.220001,40.509998,39.970703,7734600
2021-09-29,40.470001,41.639999,40.430000,41.340000,40.789654,8553600
2021-09-30,41.400002,41.590000,40.380001,40.430000,39.891769,7756400
2021-10-01,40.400002,40.430000,38.990002,39.139999,38.618942,9587800
2021-10-04,39.099998,39.720001,39.070000,39.630001,39.102421,8508700
2021-10-05,39.380001,40.029999,39.380001,39.880001,39.349094,7348000
2021-10-06,39.950001,40.200001,38.990002,39.549999,39.023483,6908700
2021-10-07,39.599998,40.049999,39.419998,39.500000,38.974152,5631000
2021-10-08,39.389999,39.810001,39.310001,39.470001,38.944550,4012300
2021-10-11,39.430000,40.029999,39.279999,39.580002,39.053089,4855100
2021-10-12,39.680000,40.389999,39.560001,39.830002,39.299759,5249500
2021-10-13,40.169998,40.290001,39.340000,39.470001,38.944550,4318600
2021-10-14,39.439999,39.680000,39.020000,39.119999,38.599209,5872600
2021-10-15,39.169998,39.459999,38.470001,38.590000,38.076263,6922900
2021-10-18,38.490002,39.349998,38.220001,39.209999,38.688007,7190600
2021-10-19,39.209999,39.330002,38.279999,39.070000,38.549873,5396200
2021-10-20,39.230000,39.630001,39.009998,39.320000,38.796543,5366300
2021-10-21,39.570000,39.810001,39.150002,39.299999,38.776810,3970500
2021-10-22,39.380001,40.259998,39.380001,40.230000,39.694431,7945300
2021-10-25,40.320000,40.740002,40.080002,40.330002,39.793102,5515400
2021-10-26,40.349998,40.369999,39.740002,39.959999,39.428028,4180800
2021-10-27,40.299999,40.349998,39.450001,39.480000,38.954418,3954300
2021-10-28,39.419998,39.730000,39.180000,39.689999,39.161617,3857000
2021-10-29,39.580002,40.380001,39.480000,40.020000,39.487228,6012500
2021-11-01,40.139999,40.500000,39.790001,40.450001,39.911503,5251500
2021-11-02,40.750000,41.320000,40.160000,40.700001,40.158176,5786400
2021-11-03,41.279999,42.959999,41.209999,42.950001,42.378220,10831900
2021-11-04,42.700001,43.490002,42.400002,43.419998,42.841961,7479600
2021-11-05,43.459999,43.570000,41.980000,42.320000,41.756607,6137100
2021-11-08,42.209999,42.450001,41.380001,41.700001,41.144863,4899800
2021-11-09,41.810001,42.270000,41.630001,41.930000,41.371799,3441200
2021-11-10,41.900002,42.500000,41.630001,42.470001,41.904610,3977900
2021-11-11,42.419998,42.750000,42.080002,42.270000,41.707275,4817100
